key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,year,month,day,day_of_week,is_weekend,haversine_distance_in_km,driving_distance_in_km,driving_duration_in_mins
2011-12-05 00:04:16.0000001,17.7,2011-12-05 00:04:16+00:00,-73.984626,40.759513,-73.958742,40.718872,1,0,2011,12,5,0,0,5.01773968611793,8.5372,15.346666666666666
2012-05-14 00:13:00.00000018,5.3,2012-05-14 00:13:00+00:00,-73.97995,40.764122,-73.96244,40.775655,1,0,2012,5,14,0,0,1.9541984428205155,2.8546,6.0600000000000005
2010-06-08 18:57:00.00000090,4.1,2010-06-08 18:57:00+00:00,-73.956757,40.771385,-73.961652,40.763668,1,18,2010,6,8,1,0,0.9519752480845044,1.0252999999999999,2.4983333333333335
2010-05-15 12:31:37.0000002,5.7,2010-05-15 12:31:37+00:00,-73.956761,40.781094,-73.960439,40.768278,2,12,2010,5,15,5,1,1.458340402066448,1.8466,4.3516666666666675
2012-06-04 08:10:00.000000175,6.5,2012-06-04 08:10:00+00:00,-74.006072,40.748502,-73.992222,40.73778,1,8,2012,6,4,0,0,1.6681901122821994,2.0658000000000003,4.35
2012-04-01 14:24:34.0000003,5.7,2012-04-01 14:24:34+00:00,-73.990211,40.741807,-74.001743,40.740266,1,14,2012,4,1,6,1,0.9865511649531633,1.5052,3.2416666666666667
2009-04-11 23:53:00.000000140,5.3,2009-04-11 23:53:00+00:00,-73.960257,40.762285,-73.972945,40.748857,1,23,2009,4,11,5,1,1.8361846465395264,2.0228,4.614999999999999
2010-01-17 12:03:04.0000001,6.1,2010-01-17 12:03:04+00:00,-73.980855,40.774824,-73.970685,40.761573,1,12,2010,1,17,6,1,1.7042770641140945,2.5129,4.4366666666666665
2013-12-01 03:47:00.00000062,5.0,2013-12-01 03:47:00+00:00,-73.985405,40.754735,-73.987932,40.74817,2,3,2013,12,1,6,1,0.7603966078591549,1.3208,3.4116666666666666
2013-01-25 12:39:32.0000002,35.0,2013-01-25 12:39:32+00:00,-73.950422,40.826752,-73.989065,40.72678,1,12,2013,1,25,4,0,11.582813876119387,14.878,20.195
2009-05-08 21:26:00.000000121,8.1,2009-05-08 21:26:00+00:00,-73.977553,40.784508,-73.986227,40.756225,2,21,2009,5,8,4,0,3.2286404545108294,4.5389,8.441666666666666
2015-01-26 10:36:27.0000003,14.0,2015-01-26 10:36:27+00:00,-73.9898681640625,40.734966278076165,-73.99272918701173,40.71387100219727,3,10,2015,1,26,0,0,2.358045526806041,3.1006,6.975
2010-10-05 14:26:23.0000003,9.7,2010-10-05 14:26:23+00:00,-73.967091,40.76421,-73.990676,40.750677,1,14,2010,10,5,1,0,2.4921221175991746,3.3585,6.241666666666666
2012-03-05 09:45:00.000000153,4.5,2012-03-05 09:45:00+00:00,-73.975852,40.74971,-73.971418,40.755003,1,9,2012,3,5,0,0,0.6970620077132771,0.7437999999999999,1.7716666666666667
2010-09-07 14:08:00.00000031,7.7,2010-09-07 14:08:00+00:00,-73.991093,40.749898,-73.989853,40.769253,1,14,2010,9,7,1,0,2.1547103922976425,3.5214000000000003,6.348333333333333
2009-06-16 10:24:27.0000003,29.3,2009-06-16 10:24:27+00:00,-73.872368,40.773921,-74.004429,40.7163,1,10,2009,6,16,1,0,12.838371330863344,16.173299999999998,21.17
2013-02-26 18:13:00.00000060,22.0,2013-02-26 18:13:00+00:00,-74.01557,40.709537,-73.971907,40.759747,2,18,2013,2,26,1,0,6.686203928440109,10.6056,14.475
2013-05-10 10:55:43.0000001,9.0,2013-05-10 10:55:43+00:00,-73.983419,40.766886,-73.996816,40.756119,1,10,2013,5,10,4,0,1.6451470449168881,2.0074,3.045
2012-07-16 06:44:29.0000004,6.1,2012-07-16 06:44:29+00:00,-73.99044,40.756661,-73.974906,40.750183,1,6,2012,7,16,0,0,1.4936438054966246,2.8174,5.338333333333334
2010-06-23 08:29:00.000000201,6.5,2010-06-23 08:29:00+00:00,-73.977158,40.74676,-73.983978,40.754978,1,8,2010,6,23,2,0,1.0793844016890082,1.4523,3.1
2014-01-31 23:19:57.0000001,10.5,2014-01-31 23:19:57+00:00,-73.981318,40.750285,-73.953008,40.771932,1,23,2014,1,31,4,0,3.3880682329838807,4.6244,7.628333333333333
2013-03-03 10:22:00.000000131,23.5,2013-03-03 10:22:00+00:00,-73.981603,40.658947,-73.959557,40.719847,1,10,2013,3,3,6,1,7.022248772918832,11.700299999999999,15.31
2009-11-30 09:12:35.0000002,9.7,2009-11-30 09:12:35+00:00,-73.984437,40.769796,-73.991831,40.749166,1,9,2009,11,30,0,0,2.3769824819236463,2.8564000000000003,4.405
2012-03-21 19:00:07.0000001,6.1,2012-03-21 19:00:07+00:00,-73.970836,40.762394,-73.966871,40.763251,1,19,2012,3,21,2,0,0.3472675453184249,0.7091000000000001,1.6616666666666666
2013-03-28 18:56:00.000000139,11.5,2013-03-28 18:56:00+00:00,-73.98771,40.700625,-73.99396,40.726932,1,18,2013,3,28,3,0,2.9722568654427977,3.9172,7.505
2014-03-22 15:27:00.0000004,39.83,2014-03-22 15:27:00+00:00,-73.950707,40.794857,-73.99005,40.767425,1,15,2014,3,22,5,1,4.503069529425892,7.429399999999999,11.014999999999999
2013-06-16 15:45:40.0000004,7.0,2013-06-16 15:45:40+00:00,-73.969568,40.769124,-73.956361,40.77536,1,15,2013,6,16,6,1,1.3106102467183494,2.0396,4.193333333333333
2010-05-23 16:34:00.00000023,5.3,2010-05-23 16:34:00+00:00,-73.957928,40.830895,-73.982833,40.748018,1,16,2010,5,23,6,1,9.451008854852757,11.7766,14.563333333333333
2012-09-22 18:38:03.0000004,16.0,2012-09-22 18:38:03+00:00,-73.973522,40.7574,-73.993646,40.718439,1,18,2012,9,22,5,1,4.652230438734437,5.3761,11.19
2013-04-24 21:45:52.0000001,10.5,2013-04-24 21:45:52+00:00,-73.977107,40.764412,-73.973692,40.791367,1,21,2013,4,24,2,0,3.0110210859324433,3.5302,5.946666666666667
2014-06-29 09:53:00.00000088,6.5,2014-06-29 09:53:00+00:00,-73.94548,40.786452,-73.95013,40.772505,1,9,2014,6,29,6,1,1.5994958666694223,1.9889000000000001,4.5
2011-04-18 01:53:49.0000001,24.1,2011-04-18 01:53:49+00:00,-73.999495,40.728266,-73.928192,40.766561,1,1,2011,4,18,0,0,7.362861416753716,9.6238,15.873333333333333
2013-10-28 18:18:29.0000001,15.0,2013-10-28 18:18:29+00:00,-73.978757,40.787617,-73.95394,40.766767,1,18,2013,10,28,0,0,3.1211760606427563,3.9242,7.796666666666667
2009-10-25 12:37:00.000000197,3.3,2009-10-25 12:37:00+00:00,-73.969915,40.750073,-73.975908,40.743698,2,12,2009,10,25,6,1,0.8702730823460834,1.0924,2.795
2015-06-15 01:17:00.0000002,16.0,2015-06-15 01:17:00+00:00,-73.98345947265625,40.7438850402832,-73.93339538574217,40.79520034790039,2,1,2015,6,15,0,0,7.094599693780309,8.427200000000001,13.606666666666666
2014-02-20 23:50:00.000000228,12.5,2014-02-20 23:50:00+00:00,-73.979042,40.759247,-74.004215,40.729142,1,23,2014,2,20,3,0,3.962732574169822,4.5766,9.926666666666668
2009-07-28 06:45:32.0000003,3.3,2009-07-28 06:45:32+00:00,-73.976202,40.751354,-73.975588,40.741171,1,6,2009,7,28,1,0,1.1334787430241526,2.1542,4.566666666666666
2010-08-06 10:40:48.0000002,9.7,2010-08-06 10:40:48+00:00,-73.994074,40.751192,-73.97916,40.776717,1,10,2010,8,6,4,0,3.103761277793665,3.3882,7.318333333333333
2010-08-15 15:28:35.0000003,4.5,2010-08-15 15:28:35+00:00,-74.005978,40.735154,-73.994876,40.739954,1,15,2010,8,15,6,1,1.076943163245182,1.3729,3.375
2012-12-14 23:04:00.000000101,12.0,2012-12-14 23:04:00+00:00,-73.994522,40.725963,-73.987248,40.72049,1,23,2012,12,14,4,0,0.8637784491466739,1.2483,2.9166666666666665
2011-08-10 22:55:00.0000004,6.5,2011-08-10 22:55:00+00:00,-73.985248,40.73201,-74.004047,40.733412,1,22,2011,8,10,2,0,1.5916432910972647,1.9261,4.215
2009-05-25 23:55:00.00000074,14.5,2009-05-25 23:55:00+00:00,-74.005138,40.722678,-73.976232,40.787155,2,23,2009,5,25,0,0,7.571666195215648,8.216299999999999,15.356666666666666
2011-10-31 08:41:54.0000003,4.5,2011-10-31 08:41:54+00:00,-73.991451,40.760045,-73.988747,40.769008,1,8,2011,10,31,0,0,1.0223265809250144,1.4932999999999998,3.365
2011-01-29 19:29:00.000000162,4.1,2011-01-29 19:29:00+00:00,-73.982895,40.735477,-73.99211,40.737752,1,19,2011,1,29,5,1,0.8165756414525346,0.9522999999999999,2.135
2010-07-29 07:57:59.0000002,31.47,2010-07-29 07:57:59+00:00,-73.885559,40.770895,-73.980088,40.752537,1,7,2010,7,29,3,0,8.219002837917825,12.958,16.143333333333334
2009-07-12 15:32:50.0000001,9.3,2009-07-12 15:32:50+00:00,-73.967229,40.793478,-73.973839,40.763422,2,15,2009,7,12,6,1,3.3881018926553006,4.276800000000001,8.378333333333334
2012-05-04 13:50:00.00000059,6.9,2012-05-04 13:50:00+00:00,-74.00381,40.748447,-73.995348,40.735145,2,13,2012,5,4,4,0,1.6419543213267866,2.2739000000000003,5.001666666666667
2011-10-07 14:53:51.0000002,11.3,2011-10-07 14:53:51+00:00,-73.972908,40.755696,-74.005195,40.74071,1,14,2011,10,7,4,0,3.1897242731905213,4.3818,7.556666666666667
2012-02-25 11:41:51.0000001,4.9,2012-02-25 11:41:51+00:00,-74.00351,40.741612,-73.991202,40.744767,2,11,2012,2,25,5,1,1.0946396888867391,1.5167,3.381666666666667
2010-04-20 19:46:00.000000192,28.8,2010-04-20 19:46:00+00:00,-73.875698,40.774323,-73.964755,40.75913,1,19,2010,4,20,1,0,7.687953717160406,10.296100000000001,13.678333333333335
2014-07-21 09:52:02.0000001,15.0,2014-07-21 09:52:02+00:00,-73.961907,40.764099,-73.991707,40.748982,2,9,2014,7,21,0,0,3.02088958610521,4.085,7.760000000000001
2015-06-03 21:17:53.0000001,15.5,2015-06-03 21:17:53+00:00,-73.98662567138672,40.72572326660156,-73.96434783935547,40.76458740234375,1,21,2015,6,3,2,0,4.71142817958746,5.7891,9.616666666666667
2011-10-19 13:08:00.00000055,5.3,2011-10-19 13:08:00+00:00,-73.958812,40.772118,-73.95411,40.7664,1,13,2011,10,19,2,0,0.7490323372865347,1.0763,2.1883333333333335
2013-06-27 20:08:00.0000006,5.0,2013-06-27 20:08:00+00:00,-74.002738,40.718642,-74.011055,40.71363,1,20,2013,6,27,3,0,0.8955092358031881,1.1509,2.765
2012-07-12 20:21:00.000000154,8.5,2012-07-12 20:21:00+00:00,-74.01159,40.703292,-74.005142,40.720837,1,20,2012,7,12,3,0,2.025199134166959,2.3221999999999996,5.23
2010-04-21 12:56:52.0000001,7.3,2010-04-21 12:56:52+00:00,-74.000769,40.75803,-73.985316,40.763757,1,12,2010,4,21,2,0,1.4489484806988555,2.9461,9.018333333333334
2012-10-19 20:29:13.0000004,8.5,2012-10-19 20:29:13+00:00,-73.971509,40.750856,-73.962614,40.762395,3,20,2012,10,19,4,0,1.4858047346945116,2.03,4.723333333333333
2009-11-08 11:18:54.0000004,6.1,2009-11-08 11:18:54+00:00,-73.993573,40.721319,-73.996747,40.737284,1,11,2009,11,8,6,1,1.7952609393483707,2.2445,5.0616666666666665
2015-02-09 14:36:53.0000004,8.5,2015-02-09 14:36:53+00:00,-73.98853302001953,40.7486457824707,-73.9915771484375,40.73874282836913,1,14,2015,2,9,0,0,1.1306272664543935,2.0101,4.345
2010-04-03 01:14:44.0000003,14.5,2010-04-03 01:14:44+00:00,-73.964073,40.807935,-73.986737,40.755628,3,1,2010,4,3,5,1,6.121308965874618,7.4829,11.264999999999999
2009-12-07 22:03:05.0000004,6.9,2009-12-07 22:03:05+00:00,-73.973996,40.760294,-73.956332,40.767944,1,22,2009,12,7,0,0,1.7136809176060814,2.3414,3.658333333333333
2012-06-03 14:56:08.0000005,21.3,2012-06-03 14:56:08+00:00,-74.003917,40.707418,-73.971967,40.78188,1,14,2012,6,3,6,1,8.70630487147603,12.136,17.459999999999997
2010-06-03 09:39:00.0000007,8.1,2010-06-03 09:39:00+00:00,-73.952245,40.766255,-73.96087,40.765217,2,9,2010,6,3,3,0,0.735488386109488,1.042,2.0316666666666667
2010-09-11 13:00:33.0000003,5.3,2010-09-11 13:00:33+00:00,-73.98849,40.720135,-73.948748,40.813355,1,13,2010,9,11,5,1,10.892535787971697,15.0907,20.033333333333335
2009-08-23 15:15:00.00000073,8.9,2009-08-23 15:15:00+00:00,-74.002253,40.714982,-73.991238,40.733107,1,15,2009,8,23,6,1,2.2188945977842707,2.5462,5.7283333333333335
2010-07-06 18:18:42.0000004,15.7,2010-07-06 18:18:42+00:00,-73.984544,40.779991,-73.989752,40.739019,2,18,2010,7,6,1,0,4.576946485780131,5.996899999999999,10.263333333333332
2009-01-07 19:21:00.00000035,4.5,2009-01-07 19:21:00+00:00,-73.96957,40.760657,-73.976562,40.752287,1,19,2009,1,7,2,0,1.101382959170986,1.4918,3.2866666666666666
2014-12-08 00:10:13.0000001,5.5,2014-12-08 00:10:13+00:00,-73.988552,40.723109,-73.975594,40.735584,1,0,2014,12,8,0,0,1.7653387446202937,2.0112,4.29
2010-09-27 18:17:12.0000004,16.1,2010-09-27 18:17:12+00:00,-73.979024,40.785072,-73.98191,40.743302,1,18,2010,9,27,0,0,4.650967450790991,5.9065,9.92
2011-03-23 16:21:00.00000074,24.9,2011-03-23 16:21:00+00:00,-73.878152,40.771358,-73.979022,40.746092,3,16,2011,3,23,2,0,8.94837898710335,12.2156,13.438333333333333
2011-08-17 17:14:00.000000183,6.1,2011-08-17 17:14:00+00:00,-73.945552,40.773643,-73.95789,40.769503,1,17,2011,8,17,2,0,1.1364005501419625,1.5859,3.2449999999999997
2009-05-14 14:41:00.000000180,6.9,2009-05-14 14:41:00+00:00,-73.968002,40.802348,-73.981868,40.779273,1,14,2009,5,14,3,0,2.8188791167366474,3.387,6.363333333333333
2014-11-28 10:29:37.0000003,33.83,2014-11-28 10:29:37+00:00,-73.974387,40.759384,-73.861831,40.768442,3,10,2014,11,28,4,0,9.532796302051995,12.3956,16.39
2011-09-04 00:44:01.0000001,7.3,2011-09-04 00:44:01+00:00,-73.971729,40.762485,-73.990705,40.756081,1,0,2011,9,4,6,1,1.7497221863203376,3.365,5.401666666666667
2009-08-26 06:22:54.0000001,4.9,2009-08-26 06:22:54+00:00,-73.990821,40.750696,-73.981351,40.758835,1,6,2009,8,26,2,0,1.2063713516499674,1.7067999999999999,3.481666666666667
2015-05-28 21:47:40.0000005,21.0,2015-05-28 21:47:40+00:00,-73.9553985595703,40.7794189453125,-73.8802032470703,40.83325958251953,1,21,2015,5,28,3,0,8.711867430164435,10.4903,13.843333333333334
2015-05-13 22:59:32.0000004,6.0,2015-05-13 22:59:32+00:00,-73.96917724609375,40.7587776184082,-73.9571304321289,40.77005386352539,1,22,2015,5,13,2,0,1.6129241944777437,1.8985,3.4650000000000003
2015-03-28 08:18:14.0000007,36.04,2015-03-28 08:18:14+00:00,-73.9770278930664,40.76472473144531,-73.8727798461914,40.7745361328125,1,8,2015,3,28,5,1,8.84651811642728,11.709,15.998333333333333
2011-02-03 22:58:41.0000004,8.5,2011-02-03 22:58:41+00:00,-73.996741,40.721123,-73.991706,40.748898,2,22,2011,2,3,3,0,3.117439297412201,3.8969,8.743333333333334
2013-06-01 13:10:20.0000003,7.5,2013-06-01 13:10:20+00:00,-73.974179,40.752932,-73.992518,40.748426,3,13,2013,6,1,5,1,1.6240364663499918,2.3215,4.406666666666666
2011-08-23 19:09:00.00000072,14.1,2011-08-23 19:09:00+00:00,-73.979712,40.767762,-74.006963,40.742388,1,19,2011,8,23,1,0,3.637223589103953,4.2513000000000005,7.683333333333334
2012-01-17 07:50:17.0000002,49.8,2012-01-17 07:50:17+00:00,-73.982126,40.756193,-73.790268,40.646839,1,7,2012,1,17,1,0,20.234486182293605,27.094900000000003,27.88
2014-11-15 01:36:42.0000006,25.5,2014-11-15 01:36:42+00:00,-73.990696,40.724364,-73.958186,40.647729,1,1,2014,11,15,5,1,8.95146745389159,9.4718,16.383333333333333
2010-01-30 00:05:00.000000228,5.7,2010-01-30 00:05:00+00:00,-74.008185,40.737568,-73.993335,40.73838,1,0,2010,1,30,5,1,1.2544050457147746,1.9566,4.263333333333334
2010-07-25 04:12:31.0000002,49.57,2010-07-25 04:12:31+00:00,-73.996564,40.741306,-73.782374,40.648769,1,4,2010,7,25,6,1,20.783582564049215,28.63,31.03166666666667
2014-09-17 07:34:45.0000002,12.5,2014-09-17 07:34:45+00:00,-73.983868,40.765356,-73.959659,40.808767,1,7,2014,9,17,2,0,5.239737482215953,5.418100000000001,8.635
2009-04-16 19:39:29.0000002,12.1,2009-04-16 19:39:29+00:00,-73.993093,40.752875,-74.00417,40.71977,2,19,2009,4,16,3,0,3.7975762618434,4.5392,10.636666666666667
2012-09-10 21:35:40.0000004,52.0,2012-09-10 21:35:40+00:00,-73.783598,40.64859,-74.006554,40.706897,1,21,2012,9,10,0,0,19.888081542367303,30.1812,32.86333333333333
2010-12-21 10:40:21.0000006,6.5,2010-12-21 10:40:21+00:00,-73.975726,40.791978,-73.981576,40.775924,2,10,2010,12,21,1,0,1.8518256045786805,2.7584,4.916666666666667
2013-03-25 09:47:00.00000089,12.5,2013-03-25 09:47:00+00:00,-73.980433,40.73053,-73.977052,40.759027,2,9,2013,3,25,0,0,3.181497372248876,4.7243,8.563333333333333
2010-04-16 17:34:34.0000007,4.5,2010-04-16 17:34:34+00:00,-73.981516,40.743134,-73.989561,40.734461,1,17,2010,4,16,4,0,1.1787591534161157,1.4481,3.605
2013-07-12 00:07:10.0000006,4.5,2013-07-12 00:07:10+00:00,-73.955245,40.772868,-73.950668,40.775003,2,0,2013,7,12,4,0,0.45266385321291863,0.6927000000000001,1.7066666666666668
2012-11-01 20:22:37.0000005,9.0,2012-11-01 20:22:37+00:00,-73.97253,40.749254,-73.995158,40.744923,1,20,2012,11,1,3,0,1.9661000149498862,2.7685,6.155
2012-11-13 13:22:18.0000002,20.0,2012-11-13 13:22:18+00:00,-73.941199,40.755405,-73.871511,40.774374,3,13,2012,11,13,1,0,6.236534044093465,7.2945,9.883333333333333
2015-06-03 22:22:46.00000011,25.5,2015-06-03 22:22:46+00:00,-73.77672576904298,40.64523315429688,-73.83245849609375,40.70634078979492,1,22,2015,6,3,2,0,8.261975631464013,10.7425,11.256666666666666
2013-09-10 17:58:00.00000024,7.0,2013-09-10 17:58:00+00:00,-73.985515,40.759227,-73.974852,40.758697,1,17,2013,9,10,1,0,0.9000336620719425,1.5737,2.7
2011-04-19 06:22:00.00000038,11.3,2011-04-19 06:22:00+00:00,-73.995745,40.726302,-73.964082,40.718083,1,6,2011,4,19,1,0,2.8204933642485313,5.5412,9.685
2010-04-17 14:54:24.0000001,8.5,2010-04-17 14:54:24+00:00,-73.965596,40.758627,-73.987527,40.72535,1,14,2010,4,17,5,1,4.1358764999956215,4.9221,11.301666666666668
2014-05-28 10:37:00.0000008,17.5,2014-05-28 10:37:00+00:00,-73.970877,40.764852,-73.983507,40.78365,1,10,2014,5,28,2,0,2.3452523713772413,3.038,5.285
2011-04-22 23:19:00.00000090,8.5,2011-04-22 23:19:00+00:00,-74.003468,40.748585,-73.977958,40.783657,1,23,2011,4,22,4,0,4.452434715108497,5.4483999999999995,9.225
2013-03-26 10:07:00.0000007,5.0,2013-03-26 10:07:00+00:00,-73.987312,40.729017,-73.996745,40.723812,1,10,2013,3,26,1,0,0.983274701211259,1.3169000000000002,3.171666666666667
2013-10-11 11:25:41.0000003,6.0,2013-10-11 11:25:41+00:00,-73.976498,40.757921,-73.966457,40.76172,1,11,2013,10,11,4,0,0.9453357300233685,1.2842,2.5366666666666666
2014-07-02 09:57:41.0000002,6.0,2014-07-02 09:57:41+00:00,-73.973148,40.764067,-73.977192,40.757921,2,9,2014,7,2,2,0,0.7635765664741119,1.3524,2.478333333333333
2011-11-25 19:23:40.0000004,6.5,2011-11-25 19:23:40+00:00,-73.976306,40.757156,-73.987933,40.740076,1,19,2011,11,25,4,0,2.1368938574431273,2.5384,5.475
2013-10-24 14:12:44.0000001,9.5,2013-10-24 14:12:44+00:00,-73.961399,40.756473,-73.985052,40.734868,1,14,2013,10,24,3,0,3.1211864846751998,3.6431,8.113333333333333
2013-02-17 14:27:00.000000123,17.5,2013-02-17 14:27:00+00:00,-73.98652,40.722187,-73.933542,40.706207,1,14,2013,2,17,6,1,4.8056988158691745,6.0783000000000005,10.586666666666668
2014-04-17 07:17:08.0000004,6.0,2014-04-17 07:17:08+00:00,-73.987948,40.759798,-73.978533,40.751871,1,7,2014,4,17,3,0,1.1856768325761835,1.5319,2.5416666666666665
2013-03-12 08:16:00.000000248,7.5,2013-03-12 08:16:00+00:00,-73.988648,40.729755,-73.983067,40.744732,1,8,2013,3,12,1,0,1.730477164289744,2.1938,5.208333333333333
2009-10-05 20:03:37.0000001,5.3,2009-10-05 20:03:37+00:00,-73.979083,40.771836,-73.960785,40.766503,1,20,2009,10,5,0,0,1.651096888838364,1.9184,4.003333333333333
2012-10-02 18:09:46.0000002,9.5,2012-10-02 18:09:46+00:00,-74.009839,40.721697,-73.996609,40.725401,1,18,2012,10,2,1,0,1.188547027573068,1.8229000000000002,4.225
2014-08-08 00:53:25.0000001,7.0,2014-08-08 00:53:25+00:00,-73.986648,40.751426,-73.996633,40.763242,1,0,2014,8,8,4,0,1.5599965078419695,2.2941,3.9116666666666666
2011-03-20 01:42:21.0000002,5.7,2011-03-20 01:42:21+00:00,-74.000284,40.742651,-73.996267,40.758681,1,1,2011,3,20,6,1,1.8142889665218251,2.2716999999999996,5.09
2011-02-27 17:10:00.0000001,10.9,2011-02-27 17:10:00+00:00,-73.99609,40.68668,-73.95784,40.680828,1,17,2011,2,27,6,1,3.290274750062393,3.8581999999999996,8.68
2013-04-27 13:53:00.00000017,18.0,2013-04-27 13:53:00+00:00,-73.952055,40.777625,-73.992742,40.75647,1,13,2013,4,27,5,1,4.156232255312345,5.756600000000001,10.103333333333333
2011-05-17 19:42:46.0000003,3.7,2011-05-17 19:42:46+00:00,-73.994932,40.731778,-73.989935,40.733643,2,19,2011,5,17,1,0,0.4693437942019783,0.6955,1.8299999999999998
2014-01-12 15:20:00.00000044,10.5,2014-01-12 15:20:00+00:00,-73.95582,40.76368,-73.976105,40.730642,1,15,2014,1,12,6,1,4.05164864780372,4.4717,6.819999999999999
2013-08-12 20:32:00.000000108,10.5,2013-08-12 20:32:00+00:00,-74.0025,40.739535,-73.988225,40.76965,1,20,2013,8,12,0,0,3.5579680848090947,4.0578,8.56
2011-02-13 10:38:00.000000113,11.3,2011-02-13 10:38:00+00:00,-74.010157,40.711476,-73.994867,40.760382,3,10,2011,2,13,6,1,5.588608103167544,6.014600000000001,12.268333333333334
2013-06-20 20:32:00.000000210,9.0,2013-06-20 20:32:00+00:00,-73.989385,40.720407,-74.007802,40.731947,2,20,2013,6,20,3,0,2.013738117363448,2.3432,5.4766666666666675
2012-01-10 12:09:00.000000140,5.7,2012-01-10 12:09:00+00:00,-73.937452,40.758122,-73.937452,40.758122,1,12,2012,1,10,1,0,0.0,0.0,0.0
2010-06-04 15:11:00.000000150,6.9,2010-06-04 15:11:00+00:00,-73.976278,40.75578,-73.959667,40.780095,2,15,2010,6,4,4,0,3.044160130641728,3.1113000000000004,7.125
2012-09-18 21:12:14.0000002,12.0,2012-09-18 21:12:14+00:00,-73.971501,40.794509,-73.944358,40.7949,1,21,2012,9,18,1,0,2.2853310009328314,3.6421,6.096666666666667
2010-12-17 16:30:50.0000002,6.5,2010-12-17 16:30:50+00:00,-73.965902,40.805335,-73.965095,40.791224,2,16,2010,12,17,4,0,1.5705413802554609,2.1191,3.5283333333333333
2011-10-03 18:56:01.0000003,7.3,2011-10-03 18:56:01+00:00,-73.983649,40.74753,-73.99371,40.762214,1,18,2011,10,3,0,0,1.8396094573398982,3.7217,6.645
2010-03-19 11:07:00.00000085,4.1,2010-03-19 11:07:00+00:00,-73.990232,40.757052,-73.990765,40.764273,1,11,2010,3,19,4,0,0.8041924960357139,1.324,2.4616666666666664
2010-05-24 09:21:28.0000002,8.1,2010-05-24 09:21:28+00:00,-73.97225,40.760107,-73.991146,40.739654,1,9,2010,5,24,0,0,2.7759645238166035,3.8064,7.958333333333333
2014-06-04 20:57:10.0000005,27.5,2014-06-04 20:57:10+00:00,-73.988035,40.738055,-73.894787,40.771385,1,20,2014,6,4,2,0,8.684878803917897,11.8841,18.791666666666668
2010-11-08 17:40:00.000000118,4.9,2010-11-08 17:40:00+00:00,-73.966043,40.759767,-73.953037,40.77019,1,17,2010,11,8,0,0,1.5946865852205845,2.1984,3.7016666666666667
2015-03-11 06:46:06.0000009,11.5,2015-03-11 06:46:06+00:00,-74.0162582397461,40.7114143371582,-73.98771667480467,40.74121856689453,1,6,2015,3,11,2,0,4.094842612846901,5.186,11.401666666666667
2009-10-13 19:07:07.0000003,10.9,2009-10-13 19:07:07+00:00,-73.970205,40.753107,-73.97377,40.787234,1,19,2009,10,13,1,0,3.806606243124555,5.0724,7.89
2012-04-30 11:00:13.0000001,10.5,2012-04-30 11:00:13+00:00,-73.98954,40.735624,-73.959916,40.758105,1,11,2012,4,30,0,0,3.5322393191140824,5.0328,8.28
